Sample ID	Temp	Date	Absorbance	Unnamed: 4	Unnamed: 5
ID 8b42mm5m	21.80705659	1/10/2023	0.15		
ID 407a26pm	23.84862892	1/12/2023	0.283831162		
ID c972ybth	22.68856475	1/8/2023	0.496700021		
ID 75ca1afs	21.78171124	1/19/2023	0.15		
ID 9a4nd7r3	22.09753585	1/15/2023	0.805770028		
ID ydqyjhha	23.7352118	1/13/2023	0.820792075		
ID gwu0pfny	22.27144188	1/7/2023	0.15		
ID 2yvpwom2	23.18906574	1/14/2023	0.15		
ID i6p22lj9	22.24482078	1/13/2023	0.15		
ID psz4fanj	22.45231258	1/15/2023	0.15		
ID zjk43rsn	23.32993847	1/31/2023	0.885650202		
ID 9r13befk	22.30886701	1/15/2023	0.92		
ID qwstrj1j	23.52443193	1/27/2023	0.15		
ID c6cpcptj	23.2257445	1/31/2023	0.608836489		
ID 3oj1bna8	23.21431628	1/6/2023	-0.23379209490486508		
ID 0n92biv6	22.22684327	1/31/2023	0.15		
ID ednos0j1	23.80873218	1/20/2023	0.15		
ID c6jsj209	21.84898385	1/18/2023	0.92		
ID a6zvneho	21.25614781	1/8/2023	0.153218232		
ID spqus04b	22.85260978	1/15/2023	0.15		
ID qblkk5qc	22.64324674	1/26/2023	0.15		
ID 9mw0zyhu	23.04864935	1/24/2023	0.15		
ID 32yzq6vz	21.73292676	1/25/2023	0.446336293		
ID onh6gdw2	21.04485378	1/25/2023	0.15		
ID jr4fxmqf	22.22064554	1/15/2023	0.15		
ID 38wtrcbf	21.33462874	1/3/2023	0.873176676		
ID auf4ciiv	21.50151905	1/3/2023	0.15		
ID 6vfz719q	23.73932112	1/31/2023	0.15		
ID izk0v79w	23.1605573	1/4/2023	0.15		
ID de084qd6	21.56328873	1/5/2023	0.495002533		
ID yye76ngd	21.55046966	1/17/2023	0.15		
ID 3blw9vwu	22.65651729	1/8/2023	0.92		
ID 73b2my8q	23.43512515	1/24/2023	0.15		
ID umasncbp	23.74167813	1/28/2023	0.92		
ID zu7d0g76	23.97201156	1/4/2023	0.15		
ID xz01ra0g	23.69716896	1/23/2023	0.798680129		
ID d2cf6q8x	22.8224588	1/17/2023	0.92		
ID xoyyl0yf	23.29673406	1/13/2023	0.15		
ID cb0ju53n	22.92477871	1/19/2023	0.15		
ID ca5q0d06	22.75957484	1/14/2023	0.15		
ID nrd0ubeb	23.96057733	1/18/2023	0.15		
ID 1rovv360	21.6052237	1/10/2023	0.92		
ID 2mcskkuv	22.15693655	1/29/2023	0.15		
ID j8hbhyeu	22.9932483	1/24/2023	0.92		
ID j9qkozgh	22.55301712	1/22/2023	0.15		
ID rcwb11wn	23.37651946	1/23/2023	0.15		
ID caxelbqp	22.33762219	1/16/2023	0.15		
ID xjwwmml8	22.16221568	1/20/2023	0.15		
ID 9s1eiwjk	22.51746588	1/7/2023	0.92		
ID ocisop0i	22.23526788	1/21/2023	0.15		
ID 0yxjycbz	22.25352352	1/24/2023	0.15		
ID zdua7wuh	22.84931859	1/22/2023	0.15		
ID n7j8cnif	22.40114659	1/12/2023	0.788957516		
ID nx9239ik	21.36147539	1/4/2023	0.305765415		
ID d3ev96rp	23.21159092	1/10/2023	0.15		
ID bumrazk4	22.87704905	1/16/2023	0.423419857		
ID 0o4800ln	22.93750087	1/24/2023	0.15		
ID mov894ls	22.24343674	1/14/2023	0.619699931		
ID 07y06twt	22.71151754	1/28/2023	0.92		
ID 51zuewib	23.39945586	1/3/2023	0.865242349		
ID dmc9fzm9	21.19608435	1/29/2023	0.15		
ID 9xezgqxw	21.03900029	1/16/2023	0.15		
ID h3x37za0	22.58686516	1/19/2023	0.497143854		
ID 7s2by9ak	21.52194621	1/15/2023	0.92		
ID r4flgtzv	21.75404498	1/20/2023	0.15		
ID e4ih5wj2	21.71775214	1/22/2023	0.15		
ID 770ls9qm	23.21429311	1/13/2023	0.497769887		
ID q7goqmoa	23.54771637	1/21/2023	0.912408579		
ID 6o3pd451	21.75679219	1/21/2023	0.92		
ID 284o5ht5	22.11062183	1/6/2023	0.15		
ID ml9egsu8	23.36611631	1/18/2023	0.540936522		
ID 7wsg8f1e	23.57888435	1/18/2023	0.609831886		
ID xwuddxbd	21.0359739	1/23/2023	0.92		
ID v711w6kz	22.8864497	1/5/2023	0.92		
ID ili4732d	21.99144344	1/12/2023	0.15		
ID bg8p6dlh	22.78343771	1/18/2023	0.15		
ID c6retqv4	23.47529444	1/7/2023	0.15		
ID od2jw8ji	22.70482703	1/11/2023	0.92		
ID fe0en1dg	22.16916028	1/10/2023	0.876312274		
ID 6o2rwhz9	23.573439	1/20/2023	0.356963414		
ID 1b97k2hu	21.38632743	1/21/2023	0.15		
ID nzumwz72	21.45270833	1/17/2023	0.15		
ID c4px5cmf	23.56561394	1/29/2023	0.92		
ID 59znszdf	21.32415854	1/8/2023	-0.06014105378925905		
ID loa3ecl4	22.08765306	1/8/2023	0.15		
ID hpz2s3ml	22.62673677	1/15/2023	0.2228734		
ID m63ary0n	21.35403157	1/9/2023	0.888826742		
ID uv0h2qn3	21.00056916	1/3/2023	0.711315935		
ID 583iym10	22.15565604	1/22/2023	0.15		
ID spsrtuzc	21.70286292	1/9/2023	0.15		
ID 7kxan1nm	21.74754262	1/15/2023	0.712234326		
ID v1eo0h2p	22.27702525	1/8/2023	0.92		
ID yoldswc4	23.22985386	1/25/2023	0.15		
ID metybmgz	21.39048817	1/29/2023	0.452035021		
ID h0az6eua	23.55810366	1/10/2023	0.92		
ID 2jegi5wb	22.67766635	1/30/2023	0.92		
ID 9yig7iba	22.76159874	1/30/2023	0.15		
ID gxin8cjq	23.70105884	1/26/2023	0.15		
ID ljjaqgh7	22.51185405	1/27/2023	0.15		
ID ptfaiiro	23.06200784	1/27/2023	0.2207246		
ID i732gcx6	21.41422929	1/8/2023	-0.29052870222559124		
ID 6y7av6c2	22.84231187	1/28/2023	0.15		
ID lfx0j4jk	22.30754769	1/8/2023	0.475649812		
ID oj9rg4ek	22.20119092	1/4/2023	0.15		
ID 03463sqm	22.11345968	1/5/2023	0.15		
ID 37rj2xaj	22.54009982	1/22/2023	0.92		
ID 2082vpo5	23.8428185	1/18/2023	0.31494644		
ID a0jeg8t5	21.04198463	1/22/2023	-0.5930479883113556		
ID 5dyqdggh	21.52288286	1/9/2023	0.15		
ID d422ormf	23.96034933	1/8/2023	0.15		
ID ilsd2qxb	22.27310212	1/29/2023	0.92		
ID gzugxjkw	21.83259214	1/30/2023	0.273219829		
ID zkz4u160	21.84233756	1/29/2023	0.195390317		
ID khyder5j	22.01621957	1/30/2023	0.495963124		
ID ytxsszw6	23.97393743	1/6/2023	0.92		
ID m70bkv2n	22.207204	1/15/2023	0.481865551		
ID syvs655k	22.52768591	1/12/2023	0.15		
ID 1axi2tg7	22.24861709	1/6/2023	0.368079595		
ID 5t61hhcu	23.99774513	1/9/2023	0.531111124		
ID w0cgufyy	21.30523565	1/28/2023	0.15		
ID iyocid5l	22.36315624	1/14/2023	0.15		
ID ub9xxmqq	21.71375905	1/3/2023	0.15		
ID 9xvqteg5	21.85134085	1/12/2023	0.15		
ID dtrw3qfe	22.75355564	1/29/2023	0.15		
ID jry1gix8	23.22751931	1/27/2023	0.15		
ID yh7q5vqe	22.07240796	1/20/2023	0.92		
ID rogk4ndg	21.24894277	1/4/2023	0.897303024		
ID 17v03mgh	21.79757569	1/27/2023	0.15		
ID qnk1aiqa	23.36763002	1/12/2023	0.55407095		
ID kkuc93id	21.70814848	1/15/2023	0.15		
ID vvriwjpz	23.79828453	1/5/2023	0.15		
ID k2gp47ef	21.31764835	1/23/2023	0.15		
ID ownilfpe	21.31527586	1/18/2023	0.15		
ID wcb5ay1l	22.58423663	1/27/2023	0.15		
ID n1b0xvbx	23.95965793	1/22/2023	0.693462675		
ID qpoi1y1x	23.38553649	1/24/2023	0.92		
ID 9itg3aze	23.43509244	1/30/2023	0.15		
ID cgfhr36v	23.7280171	1/7/2023	0.15		
ID ms78l79j	23.29469287	1/8/2023	0.15		
ID pwnoi5dr	22.68547928	1/28/2023	0.15		
ID p2cpe9fp	21.36434064	1/20/2023	0.92		
ID r98pvw8d	21.39287212	1/29/2023	0.15		
ID j7mv7vos	22.6945404	1/26/2023	0.15		
ID h4qybm63	22.70238506	1/23/2023	0.492738491		
ID 1a1nhoi1	21.46932887	1/5/2023			
ID 1go3wr9e	23.6761838	1/31/2023	0.15		
ID t5xnwpox	23.43848868	1/20/2023			
ID 2oj7l2gz	23.84011081	1/15/2023	0.92		
ID y6ibdzlk	22.91138499	1/18/2023	0.632873087		
ID z7d2tuwq	21.19113027	1/18/2023	0.542380408		
ID ujci6xd8	23.34136512	1/16/2023	0.92		
ID 842he9m7	22.79326704	1/23/2023	0.15		
ID jo7w8fge	22.00031732	1/20/2023	0.15		
ID 9gelivlr	22.45307748	1/31/2023	0.15		
ID wc3mddq4	23.22139543	1/19/2023	0.15		
ID g3lrpykl	22.03385196	1/21/2023	0.92		
ID 664w9mtb	23.83826907	1/12/2023	0.15		
ID wptcwjeo	21.76222526	1/17/2023	0.15		
ID ghh0l9vi	22.90710157	1/22/2023	0.338495707		
ID 5p5yv0xy	22.68088142	1/21/2023	0.15		
ID xa2emk4p	23.58602992	1/3/2023	0.414217117		
ID 6f9wwq6f	22.36765739	1/25/2023	0.15		
ID ra13heqz	22.44212263	1/26/2023	0.196878656		
ID tzb6ycx7	21.21972423	1/26/2023	0.92		
ID aox6ufbs	23.01363229	1/13/2023	0.15		
ID 2khfvb55	23.61886297	1/26/2023	0.92		
ID 0xn23hjy	22.55558278	1/9/2023	0.8136653		
ID is6409e4	21.48612988	1/5/2023	0.15		
ID 5lbjel6v	22.00298586	1/7/2023	0.15		
ID n76tjjse	22.81133521	1/27/2023	0.92		
ID jrkvvrse	22.56818175	1/30/2023	0.15		
ID j25y7jjm	22.09350887	1/15/2023	0.365645011		
ID yybdbba0	22.56650832	1/15/2023	0.15		
ID 4nx2dsy7	22.73253549	1/14/2023	0.92		
ID 2sb4dkmi	21.0328118	1/3/2023	0.15		
ID 94p0o11s	22.55557635	1/3/2023	0.92		
ID 6482jh6u	22.30726029	1/15/2023	0.159541667		
ID xzs1v59r	23.07124819	1/26/2023	0.681611789		
ID lwd7i6nu	21.85513329	1/11/2023	0.15		
ID 8da9tzz6	21.00319924	1/19/2023	0.174937595		
ID pcg5pn7q	23.24143699	1/20/2023			
ID hmru0e7r	23.6086516	1/31/2023	0.15		
ID ybux7wwh	22.81905066	1/24/2023	0.15		
ID m6sthwhl	23.00460151	1/19/2023	0.15		
ID r6fb7rah	23.56273938	1/14/2023	0.15		
ID sxqw5gvn	21.46240751	1/19/2023	0.214510967		
ID sqmqutfs	23.1255204	1/11/2023	0.151649043		
ID p7d45q2l	23.37716867	1/26/2023	0.15		
ID 9g3t4vf3	22.93393767	1/6/2023	0.323670204		
ID f6omowcd	21.03989525	1/3/2023	0.707318323		
ID ofiv3mt1	23.52043292	1/23/2023	0.92		
ID 44n0f5v0	21.41362348	1/31/2023	-0.12555454538433053		
ID svzyuas9	23.82553537	1/28/2023	0.15		
ID 8do3m3bu	21.42031225	1/11/2023	0.15		
ID q16zbpi5	23.21767019	1/4/2023	0.860675692		
ID dnz46leo	23.77290594	1/13/2023	0.15		
ID yvy10f5j	22.66268523	1/31/2023	0.92		
ID m4eaeqjx	22.6567642	1/16/2023	0.15		
ID 39h1ucc4	23.03594929	1/20/2023	0.15		
ID 7cb6fglg	22.37662912	1/22/2023	0.508534677		
ID 79qd4m54	23.60807088	1/6/2023	0.92		
ID ksgsiosi	23.33115217	1/31/2023	0.701517838		
ID q869j1f9	23.96861424	1/17/2023	0.660619547		
ID idcih079	23.44986238	1/23/2023	0.15		
ID 1jpbntiz	22.99343986	1/17/2023	0.15		
ID 50g2k451	23.87446742	1/11/2023	0.322736692		
ID 8yj1yyu7	21.67791695	1/30/2023	0.15		
ID ri19unyg	23.10528756	1/8/2023	0.15		
ID r3991s3l	21.57702845	1/27/2023	0.92		
ID iifcil4n	21.29341527	1/21/2023	0.15		
ID 2uc5lb1s	22.89771197	1/10/2023	0.772206249		
ID avjt78mr	22.4295228	1/9/2023	0.15		
ID skvsxzqd	22.46337409	1/30/2023	0.408984593		
ID jkdlwwdk	23.96803536	1/4/2023	0.15		
ID vzp9qgd1	23.74882563	1/9/2023	0.15		
ID q50fzi28	21.69386153	1/6/2023	0.76293213		
ID 9hz7kv7v	22.4396654	1/31/2023	0.15		
ID v10kkgzg	23.34814063	1/6/2023	0.767851763		
ID 8e5tr4im	23.45376592	1/28/2023	0.92		
ID mwvbhcad	21.67613918	1/6/2023	0.322283238		
ID l3pr9u0t	21.27031927	1/4/2023	0.42492475		
ID shlfv0ce	22.46258962	1/9/2023	0.15		
ID 4t6b565r	22.95269821	1/17/2023	0.365661921		
ID 6cozot0u	21.79493271	1/7/2023	0.15		
ID b802vcpr	22.67326385	1/6/2023	0.15		
ID s6aj6l1q	22.049654	1/13/2023	0.630604129		
ID z7r9dy35	23.62831171	1/24/2023	0.92		
ID hbkofrss	22.81120734	1/19/2023	0.92		
ID q5tmqjwk	22.67198239	1/12/2023	0.15		
ID put7xyuj	21.44315241	1/17/2023	0.189012036		
ID flt7eamf	23.60877155	1/3/2023	0.92		
ID kol3wf08	22.49808636	1/11/2023	0.15		
ID bv1tqx0e	21.82631206	1/10/2023	0.92		
ID c0bi6nyu	21.39775634	1/29/2023	0.197926059		
ID 0mkhb9xx	22.05979145	1/23/2023	0.92		
ID j0zebkhj	23.76871673	1/3/2023	0.346720662		
ID n5bnvn60	21.0331504	1/27/2023	0.15		
ID j55a7kjx	23.79845164	1/28/2023	0.15		
ID h2c5uodo	21.40274906	1/25/2023	0.15		
ID 7x9aqymq	23.60655668	1/28/2023	0.15		
ID 84llxutq	22.49752163	1/9/2023	0.15		
ID i7l9rnm0	23.95391557	1/10/2023	0.15		
ID pu5ra8py	23.90778413	1/9/2023	-0.5660974292768653		
ID gqglvgif	21.52133852	1/7/2023	0.92		
ID p3u5ag0x	23.17373068	1/29/2023	0.799964921		
ID e0pwqrof	23.7027624	1/30/2023	0.15		
ID nivwju4n	23.15885628	1/20/2023	0.214510967		
ID ds9djh36	23.27742219	1/12/2023	0.15		
ID dbcgom6x	21.27162476	1/15/2023	0.79705489		
ID d3xw787n	22.85803699	1/28/2023	0.15		
ID 51kq139a	22.43384991	1/8/2023	0.15		
ID 30ibedv9	21.99843079	1/20/2023	0.613297365		
ID ferh9zt1	22.17888345	1/5/2023	0.15		
ID af81z8ud	21.48962153	1/18/2023	-0.2689175426596473		
ID 71chvtaw	23.72044095	1/24/2023	0.92		
ID h028dc05	21.97219261	1/29/2023	0.910287689		
ID zy9yjql9	21.32506731	1/18/2023	0.92		
ID p0bysryi	21.23530394	1/29/2023	0.548153636		
ID 84hzb68z	21.33566332	1/8/2023	0.15		
ID 23ajccmg	22.50917837	1/29/2023	0.15		
ID pq6wu8u5	22.84382001	1/6/2023	0.896400863		
ID 171o9juv	21.42560755	1/21/2023	0.15		
ID tbbxk7r5	22.86509128	1/30/2023	0.827699053		
ID iwkvcxee	21.60352111	1/18/2023	0.805324113		
ID qagg287d	23.43193471	1/14/2023	0.340845757		
ID 34ulb08c	22.12757292	1/9/2023	0.15		
ID b6lnoekz	22.37239598	1/23/2023	0.15		
ID ods1lauz	21.2774536	1/31/2023	0.15		
ID 48ij2ute	21.69842829	1/13/2023	0.460837329		
ID ivewi4wl	23.67006486	1/14/2023	0.92		
ID xau9podt	21.59745236	1/19/2023	0.419359928		
ID pwyzpi4y	21.15734457	1/15/2023	0.92		
ID leiyy54k	22.42461309	1/10/2023	0.853195673		
ID 99lyv9tv	23.18917684	1/30/2023	0.92		
ID ht7vborj	22.17365587	1/20/2023	0.744158081		
ID 7hftxmie	21.00065165	1/13/2023	0.15		
ID 0w41y262	21.91472366	1/9/2023	0.92		
ID l6qcexvp	21.90952502	1/8/2023	0.226483293		
ID zeef1l7k	21.50068491	1/5/2023	0.341143363		
ID 9vzsix7t	23.64348075	1/8/2023	0.456081732		
ID cepe86f2	23.67433762	1/21/2023	0.321418681		
ID p1nte7if	21.23229413	1/21/2023	0.15		
ID 2duef4fe	21.01968875	1/26/2023	0.15		
ID w7h34dwn	23.35445401	1/25/2023	0.15		
ID yajv9p89	22.68604315	1/14/2023	0.196286213		
ID k3k2s2no	22.01378927	1/18/2023	0.15		
ID zm683ehh	22.68233712	1/29/2023	0.15		
ID y3pxkfcf	21.27875621	1/4/2023	0.876903445		
ID uqiknusp	21.56687075	1/20/2023	0.15		
ID h7nb4ime	23.73181606	1/5/2023	0.15		
ID n1icd4fy	22.19582073	1/22/2023	0.15		
ID qx0jzfvw	21.3517641	1/8/2023	0.349182329		
ID 7r6pa221	22.61922409	1/18/2023	0.263691223		
ID lad966w6	22.66943295	1/31/2023	0.832126086		
ID 5b5tq5ie	21.50804042	1/11/2023	0.15		
ID x8axwnh6	21.15161365	1/31/2023			
ID umu3khfb	23.42944208	1/19/2023	0.588535261		
ID fpxagcp5	21.3233235	1/28/2023	0.92		
ID ig34gsz6	21.61834852	1/3/2023	0.15		
ID qho61crz	21.15009451	1/7/2023	0.15		
ID nf4phxpw	23.71212038	1/25/2023	0.644780228		
ID 37m43xqf	21.37064888	1/30/2023	0.92		
ID 3fgfzmb5	21.3856539	1/31/2023	0.92		
ID b5x63b33	22.66190147	1/26/2023	0.92		
ID wn0if7dj	22.32193332	1/14/2023	0.15		
ID obvwrf01	21.683971	1/13/2023	0.92		
ID g1yal6np	23.93118789	1/12/2023	0.15		
ID dnqmcdib	21.00886258	1/23/2023	0.92		
ID 4tuwigcm	23.21307417	1/14/2023	0.759320796		
ID v4c57gzt	22.1539891	1/13/2023	0.180738755		
ID ug4p2jtt	22.91911091	1/19/2023	0.92		
ID u8avbgmd	22.29618761	1/4/2023	0.15		
ID ekgn6oo9	21.45904367	1/25/2023	0.15		
ID ya0mofl7	22.326267	1/23/2023	0.15		
ID mnfg3xli	21.78912146	1/25/2023	0.15		
ID 3dppq93f	22.13365997	1/17/2023	0.15		
ID 6g7p9yey	22.4091099	1/7/2023	0.15		
ID jkmx9jsw	21.75726948	1/23/2023	0.92		
ID jvdbn6zs	21.96311544	1/20/2023	0.338117995		
ID hsln4qae	22.22602828	1/27/2023	0.15		
ID vuc3q334	22.28066237	1/4/2023	0.614639958		
ID c1rrjjzd	22.98949199	1/31/2023	0.15		
ID 0vivc39e	22.18098469	1/31/2023	0.446675544		
ID kybn4kw4	22.29090529	1/9/2023	0.92		
ID 2zgg5uoz	23.71924828	1/29/2023	0.212338889		
ID sj48mhsg	22.90251881	1/28/2023	0.15		
ID q5y3efp1	23.14198693	1/24/2023	0.15		
ID 2c7e3d2r	21.56724875	1/13/2023	-0.675675743298786		
ID jfovou8x	23.68850596	1/20/2023	0.243126612		
ID e34q0004	23.70705476	1/4/2023	0.92		
ID xz7bjb4u	23.01198224	1/31/2023	0.92		
ID 4xmm6y8y	22.43292157	1/13/2023	0.533422073		
ID 6begp53t	22.82259624	1/19/2023	0.15		
ID sdw1j30u	22.47169972	1/28/2023	0.419819873		
ID nf2syk5n	23.48498881	1/17/2023	0.15		
ID 515w6j6s	22.22127486	1/18/2023	0.15		
ID t71ztvr0	23.29751233	1/21/2023	0.353197087		
ID ni4yirjd	22.40929454	1/13/2023			
ID 2grja9yk	21.40330945	1/21/2023	0.15		
ID 4okhmbjs	22.50236367	1/7/2023	0.15		
ID ty9p3kku	22.0539647	1/6/2023	0.559556721		
ID 0tryyhgs	23.1713457	1/13/2023	0.796037901		
ID yqz8i0ox	21.57643096	1/22/2023	0.15		
ID pztsnwnw	22.22033916	1/27/2023	0.166396869		
ID lx0kggtg	22.7121481	1/17/2023	0.15		
ID ur963qno	23.75496115	1/21/2023	0.15		
ID b0pxjgx7	23.20603218	1/23/2023			
ID qlhsek9j	22.55512349	1/25/2023	0.15		
ID ygaz4rp2	21.65920579	1/14/2023	0.673913086		
ID g2jfs506	23.22702753	1/12/2023	0.765130115		
ID 336bbtzq	22.04989774	1/9/2023	0.759160737		
ID l1i5gpkg	21.54766432	1/17/2023	0.420707109		
ID vhwlfvz2	22.08194697	1/29/2023	0.15		
ID xbficris	22.41668041	1/4/2023	0.15		
ID ypmx8t39	23.17832632	1/10/2023	0.92		
ID 151kxhkn	22.94435039	1/19/2023	0.15		
ID 3sm3x8zz	22.32411073	1/12/2023	0.92		
ID 4ppozjjr	22.9560901	1/23/2023	0.885238626		
ID 1vw5jv0l	23.77645314	1/4/2023	0.15		
ID xzk8r51m	21.56645663	1/15/2023	0.20989719		
ID 4wa24kc7	23.44347946	1/18/2023	0.15		
ID 8y8ov2rd	21.5444115	1/17/2023	0.155348265		
ID c2e3m02v	22.65598715	1/26/2023	0.92		
ID 12rmr18n	23.32165173	1/3/2023	0.427335087		
ID ehgnwht4	21.05183277	1/7/2023	0.438299773		
ID mydlztip	21.80865565	1/22/2023	0.15		
ID br94ma8n	21.88921548	1/3/2023	0.15		
ID ylcip0dr	21.81545543	1/4/2023	0.918775663		
ID 3j8sihzt	23.51876522	1/16/2023	0.15		
ID v3ai8ygb	21.54081031	1/23/2023	0.15		
ID xs0c8sa4	22.48081441	1/19/2023	-0.033048682314043676		
ID ebcfp9zr	23.0229309	1/8/2023	0.15		
ID rd4l22ih	23.39705642	1/28/2023	0.92		
ID tohcqsuk	22.95523592	1/17/2023	0.338495707		
ID pzkxa7hj	21.7521607	1/3/2023	0.15		
ID a1khao99	21.5333831	1/13/2023	0.92		
ID juq0624i	23.07782893	1/31/2023	0.64467789		
ID xhxh2t72	21.86027323	1/10/2023	0.15		
ID 5w9401mx	22.65155404	1/6/2023	0.15		
ID qye6p9hd	21.5432496	1/27/2023	0.15		
ID ghzxlp3t	23.7948385	1/6/2023	0.15		
ID 118baeit	23.71887324	1/4/2023	0.240223617		
ID htsrj387	23.62478229	1/21/2023	0.192254874		
ID zonkbv1k	22.75734562	1/18/2023	0.15		
ID v4eqr0n2	21.12997877	1/13/2023	0.15		
ID 65ii3u2p	22.96173862	1/27/2023	0.559280632		
ID rhl4tw6c	23.8748158	1/12/2023	0.15		
ID yyiwk616	21.32779721	1/25/2023	0.92		
ID l3w46tjn	21.37923162	1/19/2023	0.15		
ID lcehzxe3	23.14411994	1/18/2023	0.15		
ID p09be4qh	22.31370416	1/12/2023	0.92		
ID k2fikrho	23.56574071	1/21/2023	0.15		
ID 6dz79hrn	23.82633357	1/13/2023	0.15		
ID zdh708df	21.32537714	1/28/2023	0.92		
ID zzl9z3tn	23.04192126	1/31/2023	0.15		
ID gc2f29fo	21.48506883	1/15/2023	-0.4532581619900994		
ID 9tkwx6t1	22.7260382	1/6/2023	0.15		
ID vegy9ayn	23.53249452	1/19/2023	0.15		
ID 9f036p99	21.35960433	1/17/2023	0.15		
ID g3bgr3d2	21.88339359	1/7/2023	0.92		
ID jj79zhfa	23.41073532	1/28/2023	0.92		
ID 8ev9yr7x	23.80584965	1/15/2023	0.15		
ID qt44ecyh	21.85021235	1/27/2023	0.396448352		
ID n3ch6nis	23.90060529	1/19/2023	0.15		
ID 5zmq8gzk	21.39731759	1/7/2023	0.15		
ID 775fvswf	21.08836605	1/8/2023	0.15		
ID sf58regs	22.66818165	1/23/2023	-0.9701755042431491		
ID 5i894nek	21.73742516	1/17/2023	0.15		
ID 7y7ozbp7	21.21336297	1/26/2023	0.462117281		
ID jwli7xrz	23.64639819	1/8/2023	0.92		
ID 683r1d30	21.06747405	1/27/2023	0.15		
ID an0llpni	21.64706807	1/18/2023	0.29996654		
ID oxernrmv	23.19796162	1/31/2023	-0.8279045325637674		
ID 5ostfkut	21.91224853	1/25/2023	0.15		
ID k571ivmp	21.68800096	1/12/2023	0.92		
ID c8jr8lck	23.62702913	1/6/2023			
ID za13272h	21.76992227	1/25/2023	0.15		
ID 8advf476	23.00758468	1/26/2023	0.700741696		
ID m6w64z3t	21.76557602	1/14/2023	0.15		
ID zg2vzlam	23.31264551	1/26/2023	0.15		
ID vsnj1vcw	22.27851511	1/13/2023	0.856472904		
ID oiunsi2p	21.38236216	1/20/2023	0.15		
ID e5wxumus	22.90472513	1/17/2023	0.673028993		
ID 91dx0149	21.40456589	1/27/2023	0.15		
ID fej27yww	21.84622889	1/27/2023	0.15		
ID wfak7q4k	23.90536612	1/30/2023	0.15		
ID 3ulq6pk4	23.88181846	1/30/2023	0.457202938		
ID ltd77z6o	22.34143102	1/5/2023	0.15		
ID s5pr63or	21.77802527	1/23/2023	0.92		
ID 7xebp1ql	21.9960587	1/29/2023	0.15		
ID oyn5zvkv	23.18987707	1/31/2023	0.92		
ID f2wouwy3	22.59085193	1/4/2023	0.15		
ID xhrtu4wd	22.85585118	1/29/2023	0.15		
ID h4qpkhwv	22.93172213	1/27/2023	0.92		
ID kieodiw8	21.60074982	1/15/2023	0.585168978		
ID b8dla2th	21.97682342	1/3/2023	-0.22113895390331706		
ID xpwsdvo1	23.865401	1/15/2023	0.15		
ID kaeda8r0	21.64926449	1/22/2023	0.92		
ID 3fecdqks	21.10396919	1/13/2023	0.92		
ID 0tb1ct66	21.21942468	1/4/2023	0.318517596		
ID 8fohqia0	21.48081354	1/13/2023	0.15		
ID jasvmxgc	23.87721542	1/21/2023	0.92		
ID hgv7i3gg	22.16638371	1/31/2023			
ID c8xc9klq	21.97967692	1/6/2023	0.15		
ID ptodbe2d	21.24362426	1/28/2023	0.598902794		
ID jyrqa49b	21.52739898	1/15/2023	0.15		
ID r0bivdmq	21.86917933	1/26/2023	0.293642037		
ID zf19myfd	22.32398702	1/17/2023	0.15		
ID 9wji2zgm	22.64509087	1/19/2023	0.835396815		
ID g1r9egui	23.43251906	1/4/2023	0.15		
ID 3rqs6drm	21.07681634	1/14/2023	0.92		
ID l6qn5coz	23.41103988	1/15/2023	0.92		
ID czamg1ln	23.86615398	1/31/2023	0.15		
ID wyg90cqg	23.15975971	1/6/2023	0.15		
ID 2rp7jjey	22.76928731	1/20/2023	0.838143592		
ID 5efx5ao8	22.5053903	1/25/2023	0.15		
ID 8mbw8zak	22.71452546	1/25/2023	0.92		
ID v2u3cd5h	22.9069292	1/29/2023	0.15		
ID dy334ez4	23.02395501	1/3/2023	0.92		
ID uxhhh1wj	21.51225836	1/17/2023	0.92		
ID 4bhcwqro	22.25933486	1/9/2023	0.92		
ID hwehnbir	22.30691259	1/11/2023	0.15		
ID 0ltstrsw	21.59695103	1/20/2023	0.15		
ID gwzsvrog	23.90033009	1/30/2023	0.278508029		
ID s0khl9ds	21.04238617	1/6/2023	0.15		
ID blevlkvs	23.22675508	1/22/2023	0.92		
ID 55nk1zgk	21.29127928	1/13/2023	0.15		
ID tittgypv	23.7263841	1/22/2023	0.15		
ID avjzx1wb	21.99576161	1/19/2023	0.92		
ID sdvsfg63	22.97626821	1/18/2023	0.15		
ID 27zntoaq	23.12759953	1/6/2023	0.246651155		
ID vxyjmaut	21.40081327	1/28/2023	0.92		
ID 82igu5wx	22.00390229	1/27/2023	0.607140121		
ID nxsaw51w	23.26230359	1/18/2023	0.15		
ID fc30p63b	21.12688704	1/13/2023	0.399465321		
ID eo38h1h6	21.66685709	1/11/2023	0.15		
ID xsev3nzn	22.36279542	1/10/2023	0.15		
ID f5mz9n8k	22.95649065	1/30/2023	0.15		
ID xy8v8mbr	22.46765751	1/23/2023	0.92		
ID gtladss6	23.1916368	1/25/2023	0.419508938		
ID rb9rt3h0	21.21243527	1/20/2023	0.15		
ID x0zox7c9	22.78998499	1/31/2023	0.472229371		
ID rkcc1d9w	21.78154379	1/28/2023	-0.048711316243145064		
ID 3sgv911y	23.24677899	1/28/2023	0.699511303		
ID imx83qrx	23.72562478	1/15/2023	0.15		
ID rggebkga	21.77307952	1/6/2023	0.15		
